experimento,parametro,valor,semilla,ganador,turnos,insolvencias,provincias_ganador,tropas_ganador
sensibilidad_fiscal,etaTheta,0.1,1019,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1020,galia,200,569,8,0
sensibilidad_fiscal,etaTheta,0.1,1021,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1022,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1023,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1024,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1025,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1026,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1027,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1028,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1029,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1030,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1031,galia,200,569,8,0
sensibilidad_fiscal,etaTheta,0.1,1032,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1033,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1034,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1035,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1036,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1037,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1038,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1039,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1040,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1041,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1042,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1043,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1044,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1045,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1046,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1047,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1048,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1049,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1050,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1051,galia,200,569,8,0
sensibilidad_fiscal,etaTheta,0.1,1052,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1053,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1054,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1055,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1056,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1057,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1058,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1059,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1060,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1061,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1062,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1063,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1064,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1065,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1066,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1067,grecia,200,381,7,0
