experimento,parametro,valor,semilla,ganador,turnos,revueltas,provincias_ganador,tropas_ganador
revueltas,revoltRiskK,0.0016,1012,galia,46,1,18,23307
revueltas,revoltRiskK,0.0016,1013,galia,38,1,18,25252
revueltas,revoltRiskK,0.0016,1014,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1015,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1016,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1017,galia,42,1,18,28666
revueltas,revoltRiskK,0.0016,1018,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1019,galia,42,1,17,28926
revueltas,revoltRiskK,0.0016,1020,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1021,galia,41,1,18,28956
revueltas,revoltRiskK,0.0016,1022,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1023,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1024,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1025,galia,38,1,18,27270
revueltas,revoltRiskK,0.0016,1026,galia,41,1,18,28956
revueltas,revoltRiskK,0.0016,1027,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1028,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1029,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1030,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1031,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1032,galia,42,1,18,14649
revueltas,revoltRiskK,0.0016,1033,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1034,galia,41,1,18,28795
revueltas,revoltRiskK,0.0016,1035,galia,46,1,18,25775
revueltas,revoltRiskK,0.0016,1036,galia,40,2,18,31800
revueltas,revoltRiskK,0.0016,1037,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1038,galia,42,1,18,28949
revueltas,revoltRiskK,0.0016,1039,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1040,galia,38,2,18,24840
revueltas,revoltRiskK,0.0016,1041,galia,37,2,17,24263
revueltas,revoltRiskK,0.0016,1042,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1043,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1044,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1045,grecia,51,7,11,11
revueltas,revoltRiskK,0.0016,1046,galia,42,1,18,28812
revueltas,revoltRiskK,0.0016,1047,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1048,galia,38,3,17,20703
revueltas,revoltRiskK,0.0016,1049,galia,38,1,18,25252
revueltas,revoltRiskK,0.0016,1050,galia,37,2,18,32411
revueltas,revoltRiskK,0.0016,1051,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1052,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1053,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1054,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1055,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1056,galia,42,1,17,28926
revueltas,revoltRiskK,0.0016,1057,galia,42,1,18,26264
revueltas,revoltRiskK,0.0016,1058,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1059,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1060,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1061,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1062,galia,38,1,18,25252
revueltas,revoltRiskK,0.0016,1063,galia,46,2,18,23252
revueltas,revoltRiskK,0.0016,1064,galia,42,1,17,28926
revueltas,revoltRiskK,0.0016,1065,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1066,galia,42,1,17,28926
revueltas,revoltRiskK,0.0016,1067,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1068,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1069,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1070,galia,41,1,18,28956
revueltas,revoltRiskK,0.0016,1071,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1072,galia,44,2,18,30324
revueltas,revoltRiskK,0.0016,1073,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1074,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1075,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1076,galia,41,1,18,28956
revueltas,revoltRiskK,0.0016,1077,galia,38,1,18,29096
revueltas,revoltRiskK,0.0016,1078,galia,38,1,18,25252
revueltas,revoltRiskK,0.0016,1079,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1080,galia,42,1,17,28926
revueltas,revoltRiskK,0.0016,1081,galia,44,3,17,2356
revueltas,revoltRiskK,0.0016,1082,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1083,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1084,galia,41,1,18,28795
revueltas,revoltRiskK,0.0016,1085,galia,40,1,18,29670
revueltas,revoltRiskK,0.0016,1086,galia,38,1,18,25252
revueltas,revoltRiskK,0.0016,1087,galia,38,1,18,25216
revueltas,revoltRiskK,0.0016,1088,galia,41,1,18,28956
revueltas,revoltRiskK,0.0016,1089,galia,38,2,18,25182
revueltas,revoltRiskK,0.0016,1090,galia,39,4,18,25894
revueltas,revoltRiskK,0.0016,1091,galia,39,1,18,27888
revueltas,revoltRiskK,0.0016,1092,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1093,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1094,galia,38,1,18,27270
revueltas,revoltRiskK,0.0016,1095,galia,38,1,18,25252
revueltas,revoltRiskK,0.0016,1096,galia,41,1,18,28795
revueltas,revoltRiskK,0.0016,1097,galia,44,3,17,25443
revueltas,revoltRiskK,0.0016,1098,galia,42,1,18,32013
revueltas,revoltRiskK,0.0016,1099,galia,42,0,18,28927
